,vin,1st_prediction_instance_km,Predicted as Failed,Actual Failed,ANN_EGR_KM,Predicted in advance km
947,MB1NACHDXJPHB4861,,N,N,,
948,MB1TLCHD1KEFD4814,,N,N,,
949,MB1TLCHD3JEXC0561,,N,N,,
950,MB1TLCHD3JPFC4112,,N,N,,
951,MB1TLCHD4KPFJ5358,,N,N,,
952,MB1TLCHD7KEFD4669,,N,N,,
953,MB1TLCHD7KEFD4901,,N,N,,
954,MB1TLCHD7KEFD5370,,N,N,,
955,MB1TLCHD7KEFD5823,,N,N,,
956,MB1TLCHD8KEFD5250,,N,N,,
957,MB1TLCHD9JAGH6429,,N,N,,
958,MB1TLCHD9JEBB2739,,N,N,,
959,MB1TLCHD9JEYB9367,,N,N,,
960,MB1TLCHD9JPCD8863,,N,N,,
961,MB1TLCHDXJAFH8090,,N,N,,
962,MB1TLCHDXJEFA3155,,N,N,,
963,MB1TLDHD0JEHZ9331,,N,N,,
964,MB1TLDHD0JPYF2204,,N,N,,
965,MB1TLDHD1HEJZ6587,,N,N,,
966,MB1TLDHD2JPFC3622,,N,N,,
967,MB1TLDHD2JPYF3208,,N,N,,
968,MB1TLDHD7JPYF2961,,N,N,,
969,MB1TLDHDXJPGC0423,,N,N,,
970,MB1TLDHDXKPJF8458,,N,N,,
971,MB1TLKHD1JPXF9390,,N,N,,
972,MB1TLKHD1JPYE9722,,N,N,,
973,MB1TLKHD2JRXZ5047,,N,N,,
974,MB1TLKHD2KPJG7465,,N,N,,
975,MB1TLKHD2KPJH1550,,N,N,,
976,MB1TLKHD3JPFC7845,,N,N,,
977,MB1TLKHD3KPHH3411,,N,N,,
978,MB1TLKHD3KPJG6342,,N,N,,
979,MB1TLKHD5JPXG0137,,N,N,,
980,MB1TLKHD6KPFJ7056,,N,N,,
981,MB1TLKHD8JPYF2858,,N,N,,
982,MB1TLKHD8KPHH4103,,N,N,,
983,MB1TLKHD8KPJH1553,,N,N,,
984,MB1TLKHD9JPXF8679,,N,N,,
985,MB1TLKHD9KPJG7463,,N,N,,
986,MB1TLKHD9KRJA4934,,N,N,,
987,MB1TLKHDXJRXZ5863,,N,N,,
988,MB1TLKHDXKRFB9716,,N,N,,
989,MB1TRCHD0KEJC3027,,N,N,,
990,MB1TRCHD1JEBB3494,,N,N,,
991,MB1TRCHD1KRGB5593,,N,N,,
992,MB1TRCHD2JAFH7871,,N,N,,
993,MB1TRCHD3KRGB5594,,N,N,,
994,MB1TRCHD4JEBB3831,,N,N,,
995,MB1TRCHD4JEBB4185,,N,N,,
996,MB1TRCHD4JEYB9985,,N,N,,
997,MB1TRCHD4KEJC3144,,N,N,,
998,MB1TRCHD5JAEH9000,,N,N,,
999,MB1TRCHD5JEAB6881,,N,N,,
1000,MB1TRCHD5JECB0780,,N,N,,
1001,MB1TRCHD6JPCE0214,,N,N,,
1002,MB1TRCHD7JEAB7207,,N,N,,
1003,MB1TRCHD7JEBB3399,,N,N,,
1004,MB1TRCHD7JPCE0089,,N,N,,
1005,MB1TRCHD7JRXZ4416,,N,N,,
1006,MB1TRCHD7KPGJ3346,,N,N,,
1007,MB1TRCHD8JEAB6454,,N,N,,
1008,MB1TRCHD8KPGJ2836,,N,N,,
1009,MB1TRCHD9JEYB8637,,N,N,,
1010,MB1TRCHD9JEYB9996,,N,N,,
1011,MB1TRCHD9KEFD5644,,N,N,,
1012,MB1TRCHD9KEJC3026,,N,N,,
1013,MB1TRCHDXJAXJ6274,,N,N,,
1014,MB1TRCHDXJEGA0113,,N,N,,
1015,MB1TRCHDXJPAE9475,,N,N,,
1016,MB1TRCHDXJPBE1797,,N,N,,
1017,MB1TRDHD0JPGC0333,,N,N,,
1018,MB1TRDHD1JPXF6810,,N,N,,
1019,MB1TRDHD3JPYF5175,,N,N,,
1020,MB1TRDHD5JPFC6903,,N,N,,
1021,MB1TRDHD5JPFC6934,,N,N,,
1022,MB1TRDHD5JPYF1340,,N,N,,
1023,MB1TRDHD5JPYF2570,,N,N,,
1024,MB1TRDHD6JPYF1556,,N,N,,
1025,MB1TRDHD6KPJF8021,,N,N,,
1026,MB1TRDHD7JPYF4529,,N,N,,
1027,MB1TRDHD8JPHB6064,,N,N,,
1028,MB1TRDHD8KPFJ4413,,N,N,,
1029,MB1TRDHD9JPYF4550,,N,N,,
1030,MB1TRDHDXJPCE0707,,N,N,,
1031,MB1TRDHDXJPFC6041,,N,N,,
1032,MB1TRDHDXJPXF8023,,N,N,,
1033,MB1TRDHDXKPCK4741,,N,N,,
1034,MB1TRDHDXKPFJ4395,,N,N,,
1035,MB1TRDHDXKPHH4405,,N,N,,
1036,MB1TRKHD0JPAE6627,,N,N,,
1037,MB1TRKHD0JPBE3360,,N,N,,
1038,MB1TRKHD0JPDD4289,,N,N,,
1039,MB1TRKHD0JPYE9970,,N,N,,
1040,MB1TRKHD0KPDK1824,,N,N,,
1041,MB1TRKHD0KPDK2987,,N,N,,
1042,MB1TRKHD0KRGB4851,,N,N,,
1043,MB1TRKHD0KRJA0740,,N,N,,
1044,MB1TRKHD1JPYF0383,,N,N,,
1045,MB1TRKHD1KPHH3910,,N,N,,
1046,MB1TRKHD1KPJG6032,,N,N,,
1047,MB1TRKHD2JPAE6628,,N,N,,
1048,MB1TRKHD2JPBE3103,,N,N,,
1049,MB1TRKHD2JPDD4813,,N,N,,
1050,MB1TRKHD2JPYF3292,,N,N,,
1051,MB1TRKHD2JPYF3681,,N,N,,
1052,MB1TRKHD3JPAE9330,,N,N,,
1053,MB1TRKHD3JPAE9358,,N,N,,
1054,MB1TRKHD3JPDD4030,,N,N,,
1055,MB1TRKHD3JPED0031,,N,N,,
1056,MB1TRKHD3JPXF8255,,N,N,,
1057,MB1TRKHD3KPJG8817,,N,N,,
1058,MB1TRKHD4JPED2144,,N,N,,
1059,MB1TRKHD4JPYF0927,,N,N,,
1060,MB1TRKHD4KRJA7125,,N,N,,
1061,MB1TRKHD5JPBE3676,,N,N,,
1062,MB1TRKHD5JPDD4708,,N,N,,
1063,MB1TRKHD5JPDD5101,,N,N,,
1064,MB1TRKHD5JPDD7690,,N,N,,
1065,MB1TRKHD5JPED0032,,N,N,,
1066,MB1TRKHD5JPYF3108,,N,N,,
1067,MB1TRKHD6JPED1142,,N,N,,
1068,MB1TRKHD6JPED1237,,N,N,,
1069,MB1TRKHD6JRYZ3805,,N,N,,
1070,MB1TRKHD6KPJG0307,,N,N,,
1071,MB1TRKHD6KPJG9590,,N,N,,
1072,MB1TRKHD7JPDD4001,,N,N,,
1073,MB1TRKHD7JPDD4614,,N,N,,
1074,MB1TRKHD7JPYF1800,,N,N,,
1075,MB1TRKHD7JPYF2106,,N,N,,
1076,MB1TRKHD7KPHH5970,,N,N,,
1077,MB1TRKHD8JPAE6651,,N,N,,
1078,MB1TRKHD8JPAE9372,,N,N,,
1079,MB1TRKHD8JPCD7633,,N,N,,
1080,MB1TRKHD8JPDD5822,,N,N,,
1081,MB1TRKHD8JPDD7442,,N,N,,
1082,MB1TRKHD8KPHH6884,,N,N,,
1083,MB1TRKHD9JPBE2952,,N,N,,
1084,MB1TRKHD9JPDD4033,,N,N,,
1085,MB1TRKHD9JPED1135,,N,N,,
1086,MB1TRKHD9JPYF2673,,N,N,,
1087,MB1TRKHD9JPYF3709,,N,N,,
1088,MB1TRKHD9KPDK2003,,N,N,,
1089,MB1TRKHD9KPJG2276,,N,N,,
1090,MB1TRKHD9KRHB1188,,N,N,,
1091,MB1TRKHD9KRJA4060,,N,N,,
1092,MB1TRKHDXJPAE7428,,N,N,,
1093,MB1TRKHDXJPBE1566,,N,N,,
1094,MB1TRKHDXJPED1130,,N,N,,
1095,MB1TRKHDXJPYF2293,,N,N,,
1096,MB1TRVHD2KPJG5070,,N,N,,
1097,MB1TRVHD8JPWG4731,,N,N,,
1098,MB1TRVHD9KPJG5017,,N,N,,
1099,MB1UPCHD0KRDC8109,,N,N,,
1100,MB1UPCHD2KRGB7394,,N,N,,
1101,MB1UPCHD3KRDC7746,,N,N,,
1102,MB1UPCHD3KREC4672,,N,N,,
1103,MB1UPCHD6KPFJ6942,,N,N,,
1104,MB1UPCHD8JRXZ4578,,N,N,,
1105,MB1UPCHD8KRGB7819,,N,N,,
1106,MB1UPDHD0JPFC7113,,N,N,,
1107,MB1UPDHD3JPGC2300,,N,N,,
1108,MB1UPDHD6JPED2250,,N,N,,
1109,MB1UPDHD6JPHB4789,,N,N,,
1110,MB1UPDHDXJPFC7135,,N,N,,
1111,MB1UPKHD0JPBE2686,,N,N,,
1112,MB1UPKHD1JPED1768,,N,N,,
1113,MB1UPKHD2JPAE7403,,N,N,,
1114,MB1UPKHD2JPDD7012,,N,N,,
1115,MB1UPKHD2JPYF3531,,N,N,,
1116,MB1UPKHD3JPBE4433,,N,N,,
1117,MB1UPKHD4JPBE3159,,N,N,,
1118,MB1UPKHD5JPXG0373,,N,N,,
1119,MB1UPKHD8JPXF8276,,N,N,,
1120,MB1UPKHD9JPED0268,,N,N,,
1121,MB1UPKHDXJPXF7811,,N,N,,
1122,MB1WADHD9JEFA4290,,N,N,,
1123,MB1KACHD4JPXF9343,,N,Y,54686.0,
